0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
KEGG_RIBOSOME,MRPS16,RPL18A,RPL34,RNA18SN2,RPL36A,MRPS15,RPLP2,RNA5-8SN3,MRPL21,RPL32,MRPS7,MRPL2,MRPL34,MRPL35,RPL4,MRPL32,MRPL14,RPL13,RPS21,RNA5S16,RNA5-8SN1,RPL13A,MRPL36,RPL31,RPL35A,RNA45SN4,RPL26L1,MRPL11,MRPS21,RNA5S1,MRPS12,RPL21,MRPL15,RNA28SN2,RPL39,RPSA2,RPS26,RPL3L,RPL36AL,RNA5S11,RPS18,RPS20,RPLP1,RPL6,RNA28SN5,RPL17,MRPL27,RPL22,MRPS14,MRPL22,RPL38,RPL15,RPL3,MRPL1,RPL8,RPL12,MRPS10,RPS5,RNA5S8,MRPL19,MRPS5,MRPL33,RPL36,RNA5S6,FAU,MRPL13,RNA5-8SN4,RPL29,MRPS11,RPS3A,RNA28SN4,RNA5S14,MRPL24,RPL36A-HNRNPH2,RPS4X,RPL11,RPS11,RPS19,RNA18SN5,RPS16,RNA18SN4,MRPL20,RPS15A,RPS14,RNA5S4,MRPL9,RPS6,RPL41,RPL28,RNA5S5,RPL23A,RPS10,RPS10-NUDT3,RPL37,RNA5S7,RNA5S2,RPL26,MRPS18C,RPS24,RPS8,RPL30,RPL22L1,RPL24,RNA5-8SN5,RPSA,RPL5,RNA5S15,RNA5-8SN2,RPS27A,RNA18SN3,RPL23,RPL17-C18orf32,RPL7A,RNA5S9,RPS2,RPS27,RPS3,RSL24D1,RPS4Y2,RPL10A,RPL27,RNA5S3,MRPL10,RPS25,MRPS18A,RNA28SN3,MRPS9,MRPL30,MRPS6,RNA28SN1,RPLP0,RPS13,RNA5S10,RPS27L,RPS28,RPL7,MRPL12,RPL37A,MRPL16,MRPL17,RNA45SN3,RPL35,RPS29,RPL9,RNA5S12,RPS15,UBA52,MRPL4,MRPS17,RPL10,RPS7,RNA18SN1,RPS12,RPL10L,RNA5S17,RPS9,RPL18,RPS23,MRPL18,MRPL3,RPS17,RPS4Y1,RPL19,RPL14,MRPS2,RNA5S13,MRPL28,MRPL23,RPL27A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_AMINOACYL-TRNA_BIOSYNTHESIS,CARS1,FARSA,GATB,HARS1,AARS2,CARS2,KARS1,TARS1,EPRS1,TRNI,WARS2,RARS1,GARS1,AARS1,LARS1,PSTK,QRSL1,TRNW,IARS1,TRNG,RARS2,MARS2,TRNA,LARS2,YARS1,VARS1,TRNY,IARS2,HARS2,TRNE,TRNC,TRNL2,TRNQ,DARS2,QARS1,SARS1,MARS1,VARS2,TRND,TRNS1,MTFMT,FARS2,TARS3,TRNH,SEPSECS,NARS1,SARS2,TRNN,TRNM,NARS2,TRNV,FARSB,WARS1,TRNK,TARS2,GATC,TRNS2,TRNL1,TRNR,TRNP,TRNT,DARS1,YARS2,TRNF,PARS2,EARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_NUCLEOCYTOPLASMIC_TRANSPORT,NCBP1,SRRM1,CASC3,NUP155,EIF4A3,KPNB1,NUP43,POM121,NXF3,AAAS,IPO8,NXF1,NUP50,IPO5,MAGOHB,NXT2,NUP160,EEF1A2,IPO11,DDX19A,NXF2B,NMD3,DDX39B,NUP205,NUP98,KPNA1,KPNA3,SEC13,IPO4,IPO7,NDC1,NUP210L,UBE2I,THOC6,NUP58,POM121C,NUP54,SEH1L,TPR,EEF1A1,PHAX,NUP107,TNPO1,NUP93,XPOT,NXT1,TNPO2,KPNA2,KPNA7,RAN,RANGAP1,ALYREF,NUP133,SNUPN,NUP35,NUP62,IPO9,DDX19B,SUMO2,XPO4,THOC5,UPF2,IPO13,XPO5,UPF1,GLE1,XPO6,ACIN1,NCBP2L,NUP188,THOC2,SAP18,MAGOH,RANBP17,AHCTF1,NUP88,XPO1,SENP2,THOC7,UPF3A,POM121L2,KPNA4,THOC1,PYM1,NUP153,NUP210,NUP85,TMEM33,RANBP2,NUP214,SUMO1,SUMO4,XPO7,NXF2,CSE1L,TNPO3,KPNA5,PNN,SUMO3,NCBP2,RBM8A,KPNA6,THOC3,RNPS1,UPF3B,RAE1,NUP37,NUP42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_MRNA_SURVEILLANCE_PATHWAY,NCBP1,PABPC4L,SRRM1,PABPC1L,CASC3,PPP2R5C,EIF4A3,CPSF1,MSI2,CSTF1,NXF3,NXF1,PABPN1,SMG7,PPP1CA,MAGOHB,CSTF2,NXT2,SSU72,PABPN1L,PABPC1L2A,DDX19A,NXF2B,DAZAP1,DDX39B,NUDT21,PPP2R5A,MSI1,SSU72L6,FIP1L1,PPP2R2C,PABPC1,PPP1CB,SSU72L1,TARDBP,SSU72L2,SYMPK,PPP2R5B,CPSF3,PPP2R2A,WDR82,WDR33,NXT1,CSTF2T,CLP1,SMG6,GSPT1,ALYREF,CPSF6,PPP2R1B,DDX19B,UPF2,CPSF7,UPF1,GLE1,PABPC5,ACIN1,NCBP2L,PELO,BCL2L2-PABPN1,CSTF3,SSU72L3,PAPOLG,RNMT,SAP18,CPSF4,MAGOH,ETF1,GSPT2,PABPC3,SSU72L4,SSU72L5,SMG1,UPF3A,FUS,PCF11,PYM1,PPP2R1A,PPP2R3A,PPP2CA,PPP2R2D,PPP1CC,PABPC4,HBS1L,RNGTT,CPSF4L,PABPC1L2B,PPP2R3B,NXF2,PNN,PPP2CB,RBM8A,PPP2R5D,PPP2R2B,NCBP2,CPSF2,RNPS1,PAPOLA,UPF3B,SMG5,PPP2R5E,PPP2R3C,PAPOLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES,POP7,TCOF1,RNA18SN2,RMRP,RNA5-8SN3,REXO2,NOP56,WDR3,NHP2,NXF3,SBDS,POP4,NXF1,HEATR1,SNORD3E,XRN1,NXT2,RNA5S16,UTP15,MPHOSPH10,RNA5-8SN1,NOB1,UTP4,RNA45SN4,GNL3L,RNA5S1,NXF2B,CSNK2A1,NMD3,RPP40,RNA28SN2,AK6,SNORD3D,RNA5S11,RPP25L,TBL3,RNA28SN5,IMP4,RBM28,AFG2A,SNORD3C,POP1,RNA5S8,FBL,RNA5S6,RNA5-8SN4,DROSHA,NXT1,RNA5S14,RNA28SN4,FBLL1,SNORD3K,RRP7A,PWP2,RPP30,RAN,POP5,RNA18SN5,UTP18,NAT10,RCL1,CSNK2A2,RNA18SN4,NVL,UTP14A,RNA5S4,UTP14C,REXO5,RNA5S5,SNORD3G,NOP10,NOL6,RNA5S7,SNU13,RNA5S2,RIOK2,DKC1,RNA5-8SN5,GAR1,RNA5S15,RNA5-8SN2,EIF6,UTP6,RNA18SN3,CSNK2A3,WDR43,EFL1,XPO1,RNA5S9,RPP25,IMP3,WDR75,RNA5S3,RNA28SN3,SNORD3A,SNORD3B-2,LSG1,RIOK1,MDN1,RNA28SN1,RNA5S10,CSNK2B,RNA45SN3,SNORD3B-1,RNA5S12,GNL3,NXF2,SNORD3J,GTPBP4,GNL2,BMS1,RNA18SN1,REXO1,XRN2,RNA5S17,NOP58,EMG1,SNORD3H,FCF1,WDR36,RNA5S13,RPP38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_PROTEIN_EXPORT,SRP72,SRPRB,HSPA5,TMEM208,UBL4A,SRP19,GET1,IMMP1L,SRP14,SGTA,SEC63,SRP9,SRP68,SRP54,SEC11C,SPCS3,GET4,SEC61A1,SEC62,SRPRA,GET3,IMMP2L,SEC61A2,OXA1L,SPCS1,SEC61G,BAG6,SEC11A,SEC61B,UBL4B,SPCS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM,AMFR,DNAJC5B,CASP12,HSPA1A,UBXN2A,UBE2D2,NSFL1C,HYOU1,CALR,LMAN1,NFE2L2,UBXN6,SEC24C,UBE2J1,LMAN2,SEC24B,MOGS,HSP90AB1,PRKCSH,SEC31A,OS9,MBTPS2,TXNDC5,UBXN1,UGGT2,MARCHF6,SEC61A1,TUSC3,EIF2AK3,UBQLN1,DNAJB11,SAR1A,SSR4,PRKN,PDIA4,RBX1,MAGT1,MAPK9,DNAJC1,SEL1L2,NPLOC4,RPN2,UBQLN2,SEC13,DNAJB1,DDOST,CAPN1,DERL3,WFS1,FBXO2,SEC24A,SEL1L,LMAN1L,ERO1B,UBE4B,HERPUD1,HSPH1,MAP2K7,STT3A,HSPA6,DAD1,ATF4,MBTPS1,TRAM1L1,PPP1R15A,UBQLN3,ATF6,SEC62,SVIP,BAX,HSP90AA1,NGLY1,YOD1,DNAJC5,UBXN4,MAPK8,SEC61A2,EDEM2,MAN1C1,CUL1,UBE2D4,HSPA1L,FBXO6,MMP24-AS1-EDEM2,SEC24D,HSPA8,HSPA1B,XBP1,HSPBP1,PLAA,DNAJC5G,MAP3K5,BAG1,MAN1B1,ERO1A,RAD23A,DNAJB12,RPN1,SEC31B,SEC63,UBE2G2,SYVN1,UFD1,BAG2,DNAJB2,PREB,PDIA3,DERL1,EDEM3,BCL2,EIF2S1,DNAJC10,SAR1B,UBE2J2,UBE2D3,SEC61G,UGGT1,MAPK10,ERN1,SEC61B,DDIT3,MAN1A2,UBE2D1,SSR2,ATXN3,SSR3,DNAJA1,GANAB,HSPA5,RNF185,TMEM258,DNAJA2,HSP90B1,RAD23B,RRBP1,ATXN3L,STUB1,RNF5,SELENOS,SIL1,CAPN2,SEC23B,TRAF2,STT3B,UBE2G1,UBXN8,UBQLN4,DNAJC3,EDEM1,TRAM1,SSR1,CRYAB,ERLEC1,CANX,BAK1,P4HB,PDIA6,BCAP31,OSTC,HSPA4L,DERL2,SKP1,CRYAA,CKAP4,SEC23A,VCP,MAN1A1,ERP29,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,VAMP2,STX16,STX1B,STX3,STX6,VAMP7,SNAP23,STX17,VAMP3,STX19,STX1A,YKT6,VTI1B,SNAP29,GOSR1,STX4,VAMP5,STX18,BET1L,SEC22B,STX5,BET1,VAMP4,BNIP1,GOSR2,STX11,STX2,VAMP8,STX8,USE1,VAMP1,VTI1A,STX7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,UBR5,FZR1,UBE2D2,UBE2Q1,PIAS1,UBE2J1,PIAS4,HERC3,CUL4A,CDC16,RHOBTB1,UBA3,PRKN,COP1,UBE2K,CDC26,RBX1,DDB1,HUWE1,UBE2B,RNF7,BIRC3,TRIP12,NHLRC1,HERC2,FBXO2,UBE2E3,CDC34,UBE2I,UBE4B,ELOB,ANAPC5,UBA6,BIRC7,TRIM32,DDB2,WWP2,UBE2E1,ANAPC1,CUL4B,UBOX5,CUL2,UBE4A,BIRC6,UBE3C,ANAPC10,CUL5,UBE2W,PIAS3,CUL3,PML,CUL1,FANCL,PIAS2,UBE2D4,VHL,MGRN1,DET1,BTRC,TRIM37,ANAPC7,XIAP,UBA7,MAP3K1,KLHL13,UBE2L6,PPIL2,NEDD4,BRCA1,CBLB,UBE2Z,UBE2G2,UBC,SYVN1,ERCC8,SMURF2,UBA2,UBE3B,ITCH,AIRE,UBE2Q2,UBE2H,UBA1,HERC4,UBE2R2,RPS27A,FBXO4,WWP1,ANAPC2,SOCS1,BIRC2,ANAPC11,UBE2D3,SOCS3,UBE2J2,NEDD4L,ANAPC15,ANAPC13,KEAP1,UBE2D1,ANAPC16,UBE2O,UBE2A,UBE2F,CBL,TRAF6,SKP2,CDC20,UBE2M,UBE2E2,UBE3A,CUL7,HERC1,UBE2S,STUB1,RCHY1,UBB,RHOBTB2,MDM2,FBXW7,UBE2NL,UBA52,UBE2C,FBXW8,UBE2G1,UBE2L3,PRPF19,CBLC,SAE1,ANAPC4,UBE2U,FBXW11,KLHL9,MID1,SMURF1,UBE2N,ELOC,CDC23,SKP1,CDC27,SIAH1,UBE2QL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SULFUR_RELAY_SYSTEM,MOCS3,CTU1,MPST,URM1,CTU2,TST,MOCS2,NFS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_PROTEASOME,PSMC3,PSMD1,PSMA7,PSME1,PSME2,PSMD7,PSMA1,PSMD14,PSMD6,PSMB1,PSMD9,PSMA5,PSMA8,PSMB7,PSMB11,PSMB6,ADRM1,PSMA4,PSMB10,PSMA2,POMP,PSMB4,PSMD11,PSMD2,IFNG,PSMC6,PSMC1,PSMC5,PSME4,PSMB3,PSMA6,PSMA3,PSMB9,PSMB5,PSMB8,PSMD4,SEM1,PSMB2,PSMC4,PSME3,PSMD12,PSMD8,PSMD3,PSMC2,PSMF1,PSMD13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_RNA_DEGRADATION,EDC3,ENO3,DIS3,PABPC4L,MTREX,LSM4,PATL1,C1D,PABPC1L,EXOSC2,EXOSC7,PABPC1,CNOT6,DCP1A,HSPA9,BTG1,LSM3,MPHOSPH6,LSM6,LSM2,SKIC3,LSM8,PABPC4,PFKP,SKIC8,DCPS,CNOT9,EXOSC6,CNOT7,EXOSC3,CNOT2,CNOT4,DCP2,PABPC1L2B,CNOT1,DHX36,PAN3,DIS3L,TENT4B,TOB2,PARN,XRN1,PNLDC1,DCP1B,PABPC5,EXOSC5,EDC4,XRN2,PABPC1L2A,PFKL,PFKM,EXOSC10,LSM1,BTG4,EXOSC4,CNOT8,CNOT6L,EXOSC1,ZCCHC7,BTG2,EXOSC9,PAN2,EXOSC8,PABPC3,DDX6,LSM5,ENO1,PNPT1,CNOT3,HSPD1,TOB1,TENT4A,SKIC2,LSM7,ENO2,BTG3,NUDT16,CNOT10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_DNA_REPLICATION,RFC3,DNA2,RFC2,POLD1,POLE2,RFC4,POLE3,MCM7,MCM6,LIG1,MCM2,MCM5,MCM3,FEN1,RFC1,POLE,SSBP1,PRIM1,RNASEH1,PCNA,RPA1,RNASEH2A,MCM4,RPA2,POLA2,RPA4,PRIM2,RNASEH2B,RPA3,POLD3,POLE4,RNASEH2C,RFC5,POLA1,POLD2,POLD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_BASE_EXCISION_REPAIR,RFC3,RFC2,POLD1,POLE2,RFC4,POLE3,POLG2,LIG1,NEIL3,FEN1,RFC1,POLE,POLB,PCNA,HMGB1,MPG,PNKP,TDG,MUTYH,NTHL1,PARP4,SMUG1,NEIL2,APTX,ADPRS,POLG,XRCC1,PARP2,LIG3,APEX1,PARG,TDP1,POLE4,POLD3,POLD2,MBD4,NEIL1,PARP3,RFC5,PARP1,UNG,POLD4,POLL,OGG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_NUCLEOTIDE_EXCISION_REPAIR,RFC3,RFC2,POLD1,POLE2,RFC4,POLR2M,GTF2H3,POLE3,LIG1,UVSSA,ERCC5,POLR2J2,RFC1,RAD23B,POLE,DDB2,POLR2H,RAD23A,POLR2J,CDK7,CUL4A,CETN2,GTF2H4,CUL4B,CCNH,PCNA,POLR2G,RPA1,BIVM-ERCC5,XPC,RPA2,ERCC2,GTF2H2,POLR2K,ERCC8,ERCC1,ERCC3,POLR2C,GTF2H2C,POLR2J3,ERCC4,POLR2I,RPA4,RBX1,DDB1,POLR2D,ERCC6,POLR2E,MNAT1,RPA3,POLR2A,POLR2B,POLE4,POLD3,GTF2H1,GTF2H5,GTF2H2C_2,RFC5,POLD2,XPA,POLD4,POLR2F,POLR2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
