0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447
KEGG_THYROID_HORMONE_SYNTHESIS,CGA,ATP1A3,TG,ATP1A4,ATP1A1,CREB3L4,GPX6,IYD,DUOX1,HSPA5,ADCY7,ATP1A2,PRKACB,CREB5,HSP90B1,PLCB2,GPX7,ATP1B4,CREB3L1,GSR,ALB,GPX3,PRKACA,PRKCB,ADCY2,CREB3L3,TPO,ITPR2,ADCY8,DUOX2,ATP1B3,ADCY6,GNAQ,GNAS,ATP1B1,FXYD2,CREB3L2,DUOXA2,LRP2,PLCB4,ADCY3,PLCB1,TTF2,ATF4,GPX2,ITPR3,ATF2,PDIA4,ADCY5,ITPR1,PRKCA,CANX,SERPINA7,TSHR,ADCY4,ADCY9,PLCB3,TTF1,GPX5,SLC26A4,GPX8,ASGR1,TSHB,PAX8,CREB3,CREB1,ASGR2,SLC5A5,ADCY1,ATP1B2,PRKCG,GPX1,PRKACG,TTR,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_THYROID_HORMONE_SIGNALING_PATHWAY,ATP1A3,MYH6,ATP1A1,PLCZ1,PIK3R1,ATP1A2,ATP2A2,CREBBP,MAPK3,CCND1,KAT2A,PRKCB,ATP1B1,MED13L,RXRB,RXRA,NOTCH2,BMP4,MED16,RCAN2,PRKCA,RXRG,SLCO1C1,MED17,TSC2,PIK3CA,HDAC2,ACTB,ITGAV,KAT2B,NOTCH1,MAP2K1,ATP2A3,PIK3R3,PLN,GATA4,TBC1D4,PRKACA,HDAC1,PLCB4,PLCG2,PFKM,STAT1,PIK3R2,SLC2A1,MAPK1,PLCD3,KRAS,SLC16A2,DIO1,PRKACG,P3R3URF-PIK3R3,ATP1A4,FOXO1,PLCD1,SLC9A1,MED24,EP300,HIF1A,CASP9,TP53,DIO2,RAF1,HDAC3,NOTCH4,MAP2K2,CTNNB1,ATP1B3,FXYD2,NCOR1,MED1,SRC,MED12,DIO3,MED13,NCOA3,RHEB,PLCE1,PIK3CB,RCAN1,MED27,SLC16A10,BAD,ITGB3,ATP1B2,WNT4,MED4,PFKP,AKT3,MYH7,PFKFB2,AKT2,PRKACB,PLCB2,HRAS,THRB,ACTG1,PIK3CD,MED14,MDM2,SIN3A,NRAS,PLCD4,PLCB1,MTOR,THRA,MED30,PFKL,MED12L,ESR1,PLCB3,AKT1,NOTCH3,NCOA2,MYC,PDPK1,PLCG1,NCOA1,PRKCG,ATP2A1,ATP1B4,GSK3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEGG_PARATHYROID_HORMONE_SYNTHESIS,_SECRETION_AND_ACTION",WNK2,TNFSF11,WNK3,SOST,CREB5,BGLAP,FOS,MAPK3,PTH,PRKCB,SP1,WNK4,ADCY8,ADCY6,NHERF1,CREB3L2,GATA3,ADCY3,RXRB,PTH1R,ARRB1,RXRA,ATF2,TRPV5,MMP15,PRKCA,GNAI2,SLC34A1,RXRG,ADCY9,PDE4B,ARRB2,MMP25,GCM2,CREB3,LRP6,CREB1,ADCY1,MEF2D,MMP17,MAFB,MAP2K1,CREB3L4,MMP13,EGR1,PLD2,FGF23,PRKACA,EGFR,GNAQ,PLCB4,ATF4,GNAI3,GNA11,NACA,NR4A2,WNK1,ADCY4,MAPK1,ARHGEF1,PRKACG,PTHLH,NACA2,JUND,STK39,SLC12A3,GCM1,CREB3L1,FGFR1,MMP24,RAF1,RUNX2,BRAF,CREB3L3,VDR,SLC34A2,GNAS,PLD1,ITPR3,LRP5,MMP14,ARAF,ADCY5,RHOA,BCL2,KL,GNAI1,PDE4C,PDE4D,ADCY7,AKAP13,PRKACB,PLCB2,HBEGF,CYP24A1,ADCY2,ITPR2,SGK1,PLCB1,MEF2C,ARHGEF11,MEF2A,MMP16,ITPR1,CASR,SLC34A3,PLCB3,CYP27B1,GNA12,CDKN1A,GNA13,PRKCG,PDE4A,OXSR1,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_MELANOGENESIS,CAMK2A,TCF7L1,WNT5A,CREBBP,MAPK3,GNAO1,PRKCB,ADCY8,LEF1,ADCY6,CALM3,CREB3L2,ADCY3,WNT3A,MC1R,FZD1,EDNRB,PRKCA,TCF7L2,WNT8B,GNAI2,MITF,FZD5,FZD3,FZD2,ADCY9,WNT16,TYRP1,DVL2,ASIP,CREB3,FZD6,CREB1,ADCY1,CREB3L4,MAP2K1,WNT10B,TYR,CAMK2G,CALM1,FZD9,WNT2B,DVL3,CALML5,CAMK2B,PRKACA,WNT5B,GNAQ,EDN1,PLCB4,GNAI3,WNT3,ADCY4,WNT9B,MAPK1,KRAS,WNT2,PRKACG,WNT7B,FZD10,CALML4,EP300,CREB3L1,RAF1,CREB3L3,MAP2K2,CTNNB1,WNT10A,GNAS,POMC,DCT,CALML6,TCF7,WNT1,ADCY5,CAMK2D,GNAI1,WNT4,KITLG,WNT7A,WNT9A,CALML3,ADCY7,PRKACB,PLCB2,HRAS,FZD8,KIT,ADCY2,NRAS,PLCB1,WNT6,FZD7,WNT8A,PLCB3,CALM2,PRKCG,FZD4,DVL1,WNT11,GSK3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_RENIN_SECRETION,KCNMA1,CALML3,AGT,NPPA,REN,PRKG2,CALM1,ADRB1,GUCY1A2,PRKACB,ACE,PLCB2,CALML4,CALML5,PDE3A,CACNA1S,AQP1,PPP3CC,KCNJ2,PRKACA,ADRB3,ITPR2,PDE1C,EDN3,ADCY6,GNAQ,GNAS,PDE3B,CALM3,ADCYAP1R1,EDN1,ADORA1,PLCB4,PLCB1,GNAI3,PDE1A,PPP3CA,PPP3CB,CACNA1D,PPP3R2,ADCYAP1,ITPR3,EDN2,CALML6,ADCY5,ITPR1,ORAI1,CACNA1C,GNAI2,GUCY1A1,PDE1B,NPR1,ADRB2,PTGER2,CLCA2,AGTR1,PLCB3,CLCA1,EDNRA,CALM2,PTGER4,GNAI1,GUCY1B1,CREB1,CLCA4,CACNA1F,PPP3R1,PRKACG,CTSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_RENIN-ANGIOTENSIN_SYSTEM,CTSG,ANPEP,AGT,MAS1,AGTR2,ACE2,NLN,REN,ATP6AP2,MME,ACE,KLK1,CPA3,CMA1,LNPEP,MRGPRD,PREP,THOP1,ENPEP,KLK2,CTSA,AGTR1,PRCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_ALDOSTERONE_SYNTHESIS_AND_SECRETION,CAMK2A,ATP1A3,ATP1A1,AGT,NPPA,ATP1A2,CREB5,SCARB1,PRKCB,ADCY8,ADCY6,ATP1B1,CREB3L2,CALM3,ADCY3,PRKD3,ATF2,HSD3B2,CACNA1C,PRKCA,PRKCE,ADCY9,ATP2B4,CREB3,CREB1,CACNA1F,ADCY1,CREB3L4,ATP2B3,CAMK1D,CALM1,CAMK2G,CALML5,CAMK2B,CYP11A1,PRKD2,PRKACA,GNAQ,PRKD1,PLCB4,ATF4,CACNA1D,GNA11,ATF1,NR4A2,CYP11B2,ADCY4,ATP2B1,PRKACG,ATP1A4,ATP2B2,STAR,CALML4,CREB3L1,DAGLB,CREB3L3,KCNJ5,ATP1B3,GNAS,CAMK4,POMC,HSD3B1,ITPR3,CALML6,ADCY5,CACNA1G,LIPE,CACNA1H,CAMK2D,ATP1B2,CALML3,KCNK3,ADCY7,PRKACB,PLCB2,CACNA1S,ADCY2,NR4A1,DAGLA,ITPR2,CACNA1I,CAMK1,CYP21A2,KCNK9,PLCB1,CAMK1G,ITPR1,ORAI1,NPR1,LDLR,AGTR1,PLCB3,MC2R,CALM2,PRKCG,PDE2A,ATP1B4,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_CORTISOL_SYNTHESIS_AND_SECRETION,CREB3L4,AGT,KCNK3,ADCY7,STAR,CREB5,PRKACB,PLCB2,KCNK2,CREB3L1,SCARB1,CACNA1S,CYP11A1,PRKACA,MRAP,ADCY2,CREB3L3,NR4A1,SP1,ITPR2,ADCY8,KCNA4,CACNA1I,ADCY6,GNAQ,GNAS,NR5A1,CREB3L2,PLCB4,PLCB1,ATF4,ADCY3,HSD3B1,CYP21A2,CACNA1D,CYP11B1,POMC,GNA11,ITPR3,ATF2,PDE8A,HSD3B2,NCEH1,CYP17A1,ADCY5,ITPR1,CACNA1C,CACNA1G,PDE8B,ORAI1,NR0B1,LDLR,ADCY9,ADCY4,AGTR1,PLCB3,CACNA1H,MC2R,PBX1,CREB3,CREB1,CACNA1F,ADCY1,PRKACG,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_CARDIAC_MUSCLE_CONTRACTION,ATP1A3,MYH6,ATP1A1,COX7B,CACNA2D4,MYL2,COX4I2,ATP1A2,SLC8A3,ATP2A2,CACNB3,COX6C,ATP1B1,COX3,UQCRC2,COX1,CYC1,CACNA2D1,MYL4,COX4I1,CACNA1C,COX6B1,COX5B,CACNA2D3,TNNC1,CACNG1,CACNA1F,CACNG2,SLC8A2,CACNG5,COX6B2,ATP2A3,UQCRQ,COX2,COX7A2L,COX7A1,CACNB1,CACNA1D,COX6A2,TPM3,CACNG3,SLC9A7,MYL3,COX8C,ATP1A4,ASPH,CASQ2,SLC9A1,CACNB2,CACNG7,UQCR10,COX6A1,COX7B2,ATP1B3,FXYD2,UQCRB,SLC9A6,ACTC1,CACNB4,CACNG4,TNNT2,CYTB,TPM4,UQCRFS1,UQCR11,COX7C,CACNG6,ATP1B2,MYH7,SLC8A1,TPM2,ATP2A1,CACNA1S,COX8A,COX7A2,CACNG8,TNNI3,UQCRHL,TRDN,COX5A,UQCRH,RYR2,TPM1,HRC,UQCRC1,CACNA2D2,ATP1B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_ADRENERGIC_SIGNALING_IN_CARDIOMYOCYTES,CAMK2A,ATP1A3,MYH6,ATP1A1,MAPK11,AGT,CACNA2D4,PPP2R5C,KCNE1B,MYL2,ATP1A2,CREB5,SLC8A3,KCNK2,ATP2A2,MAPK3,CACNB3,ADCY8,PPP1CA,ATP1B1,ADCY6,CREB3L2,CALM3,ADCY3,ATF2,CACNA2D1,MYL4,CACNA1C,PRKCA,GNAI2,CACNA2D3,TNNC1,CACNG1,ADCY9,CREM,ATP2B4,CREB3,MAPK13,CREB1,CACNA1F,ADCY1,PPP2R5A,CACNG2,SLC8A2,CACNG5,CREB3L4,PPP2R2C,ATP2A3,PPP1CB,ATP2B3,CALM1,CAMK2G,CALML5,CAMK2B,PLN,RAPGEF4,PRKACA,PPP2R5B,GNAQ,CACNB1,ATF4,PLCB4,GNAI3,PPP2R2A,CACNA1D,ADRA1B,RAPGEF3,SCN7A,ADCY4,ATP2B1,TPM3,MAPK1,CACNG3,MYL3,PRKACG,ATP1A4,SCN4B,PPP2R1B,ATP2B2,ADRB1,SLC9A1,PIK3CG,PPP1R1A,CALML4,CREB3L1,CACNB2,CACNG7,CREB3L3,ADRA1A,ATP1B3,FXYD2,KCNQ1,GNAS,CALML6,RPS6KA5,ADCY5,BCL2,ACTC1,CACNB4,CACNG4,ADRB2,TNNT2,TPM4,CAMK2D,POPDC2,GNAI1,CACNG6,MAPK14,ATP1B2,AKT3,MYH7,SLC8A1,TPM2,PPP2R1A,CALML3,PPP2R3A,AGTR2,PPP2CA,PPP2R2D,POPDC3,ADCY7,AKT2,ADRA1D,PRKACB,PPP1CC,PLCB2,BVES,SCN5A,CACNA1S,ADCY2,PIK3R5,PPP2R3B,SCN1B,CACNG8,TNNI3,PPP2CB,PLCB1,PPP2R5D,PPP2R2B,RYR2,AGTR1,TPM1,PIK3R6,PLCB3,AKT1,PPP2R5E,KCNE1,CALM2,PPP2R3C,ATP2A1,CACNA2D2,ATP1B4,MAPK12,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KCNMA1,PLA2G4C,AGT,NPPA,MYLK4,PLA2G12B,NPPB,MAPK3,PLA2G1B,MYH10,PRKCB,MYL6,ADCY8,PPP1CA,NPPC,ADCY6,CALM3,PRKCH,ADCY3,PPP1R12A,PPP1R12B,PRKCE,PRKCA,CACNA1C,PPP1R14A,PLA2G2F,GUCY1A1,NPR2,ADCY9,PLA2G4B,CACNA1F,ADCY1,MAP2K1,PPP1CB,CALM1,GUCY1A2,CALCB,CALML5,PLA2G2E,PRKACA,ADORA2A,PRKG1,KCNMB4,EDN3,ACTG2,GNAQ,KCNMB1,EDN1,PLCB4,KCNMB2,ADRA1B,CACNA1D,GNA11,PTGIR,PLA2G4D,PLA2G4F,ROCK2,ADCY4,JMJD7-PLA2G4B,ARHGEF1,MAPK1,MYLK3,GUCY1B1,PRKACG,CALD1,PLA2G6,PLA2G5,AVP,PLA2G2C,ROCK1,CALML4,ADM2,PLA2G10,RAF1,BRAF,PPP1R12C,ADRA1A,MAP2K2,RAMP2,GNAS,MYL9,PLA2G4A,ITPR3,CALML6,ARAF,ADM,RHOA,ADCY5,AVPR1A,MYLK,ADORA2B,EDNRA,PLA2G2D,PRKCQ,ARHGEF12,MYH11,MYH14,KCNMB3,CALML3,MYL6B,ADRA1D,ADCY7,PPP1CC,PRKACB,PLCB2,KCNU1,CACNA1S,CALCA,ADCY2,CALCRL,ITPR2,RAMP3,PLA2G3,PLCB1,ARHGEF11,MYH9,EDN2,AVPR1B,RAMP1,ITPR1,PLA2G2A,IRAG1,NPR1,AGTR1,PLCB3,GNA12,MYLK2,PLA2G4E,CALM2,GNA13,PRKCG,ACTA2,PRKCD,PLA2G12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_SALIVARY_SECRETION,KCNMA1,ATP1A3,ATP1A1,ATP1A2,LPO,PRKCB,ADCY8,ADCY6,ATP1B1,CALM3,ADCY3,PRKCA,GUCY1A1,ADCY9,DMBT1,ATP2B4,ADCY1,AMY1B,ATP2B3,CALM1,MUC5B,NOS1,GUCY1A2,BST1,CALML5,CAMP,PRKACA,PRKG1,HTN3,GNAQ,PLCB4,ADRA1B,CST5,ADCY4,ATP2B1,TRPV6,GUCY1B1,HTN1,PRKACG,AMY1A,AMY2A,VAMP2,SLC4A2,ATP1A4,MUC5AC,ATP2B2,PRKG2,PRB2,CST3,ADRB1,SLC9A1,CALML4,KCNN4,CHRM3,ADRB3,ADRA1A,ATP1B3,FXYD2,GNAS,CST2,ITPR3,CST4,CALML6,PRB1,ADCY5,AMY1C,ADRB2,ATP1B2,RYR3,BEST2,CALML3,CST1,SLC12A2,AQP5,AMY2B,ADRA1D,ADCY7,STATH,PRKACB,PLCB2,MUC7,LYZ,ADCY2,ITPR2,CD38,PLCB1,ITPR1,PLCB3,PRH1,CALM2,PRH2,PRKCG,ATP1B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEGG_GASTRIC_ACID_SECRETION,CAMK2A,ATP1A3,SLC4A2,ATP1A4,GAST,ATP1A1,CALML3,KCNE2,SSTR2,KCNJ10,EZR,MYLK4,ATP4A,CALM1,ADCY7,SST,CAMK2G,ATP1A2,PRKACB,SLC9A1,PLCB2,KCNK2,HRH2,ATP1B4,CA2,CALML5,ACTG1,CHRM3,CALML4,CAMK2B,KCNJ2,PRKACA,PRKCB,ADCY2,ITPR2,ADCY8,ATP1B3,ADCY6,GNAQ,GNAS,ATP1B1,KCNQ1,CALM3,PLCB4,ADCY3,PLCB1,CCKBR,GNAI3,KCNK10,ITPR3,ATP4B,CALML6,ADCY5,ITPR1,PRKCA,GNAI2,SLC26A7,ADCY4,ADCY9,PLCB3,KCNJ15,MYLK2,MYLK,CAMK2D,CALM2,GNAI1,KCNJ1,SLC9A4,ATP1B2,ADCY1,PRKCG,KCNJ16,MYLK3,PRKACG,ACTB,CFTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
